palavra,contagem
"constante,",2
"pouco,",2
suprir,2
Now,2
https://www.hojeemdia.com.br/horizontes/justi%C3%A7a-nega-pedido-%C3%A0-vale-para-retomada-de-atividade-em-estruturas-com-risco-1.696544?fbclid=IwAR12sfo2uvIz-S-PgWDt1ExGQnxshkAJIAE5BMI0aqPBVjC6JazWAWIw13c,2
posturas,2
"radical,",2
eleito,2
Published,2
Carvalho.,2
Dissertação,2
Back,2
manifestaram,2
http://gilvander.org.br/site/%ef%bb%bfo-povo-de-sarzedo-mg-conquista-judicialmente-a-suspensao-da-mineracao-itaminas-os-riscos-de-rompimento-de-3-barragens-sao-grandes-mais-uma-tragedia-anunciada/?fbclid=IwAR0BlWJ8j3MbUGmxiH5e_E4EvYLQN1RrAE0Ui6TUrc8RIXKEz0jkSfHWBO8,2
despacho,2
“Você,2
ideia.,2
"Consultado,",2
OperaÃ§Ã£o,2
SeguroJoão,2
prefeituras,2
irem,2
intervir,2
including,2
temporal,2
"683,8",2
Municipal.,2
protocolados,2
ruim”.,2
"romper"",",2
Petrolândia,2
Jesus!,2
brasileiro.,2
times,2
Facebook.,2
https://brasil.elpais.com/brasil/2019/02/14/politica/1550171184_562739.html?id_externo_rsoc=FB_BR_CM&fbclid=IwAR0R9KGN-wrXQH6QBbf-0adD6-7hTqnDKmLMJKIx_VLszOD84jl-BEuw2-k,2
Couri/EM/DA,2
20kg,2
supostamente,2
prontidão,2
MundoAndré,2
Médicas,2
monitorado,2
France-Presse,2
http://www.itatiaia.com.br/noticia/governo-reitera-proibicao-do-uso-da-agua-do-r?fbclid=IwAR2zqB1tUg6v5uy35RBbdL9B0zz5XrSPGLVEzZDkMnsl7r-m0DVAoRvjOhY,2
"https://www.em.com.br/app/noticia/gerais/2019/02/11/interna_gerais,1029698/anm-pede-remocao-instalacoes-administrativas-area-proximas-barragens.shtml?fbclid=IwAR2_dZiws_VED_UpAMtZNVMYa48QOTyNQUEaIpWLyevZgQnCObLD8OfM5yc",2
centro.,2
Heloíza,2
Políticos,2
Normativa,2
Garantia,2
"faro,",2
semelhantes.,2
13.fev.2019,2
Santos.,2
aceitem,2
07:54,2
retrospectiva,2
12+2MP,2
pontua,2
afrouxar,2
culpados.,2
100...,2
"(DEM-AP),",2
parts,2
https://www.otempo.com.br/cidades/sobrevivente-de-rompimento-de-barragem-em-2001-revive-pesadelo-em-macacos-1.2137574?fbclid=IwAR2H43Ju6pIjSvHuqmOKFbE0-FpM1CsMlhdzFCJFMgZ3nVSVZg1nUs1iCcc,2
47,2
https://www.otempo.com.br/cidades/moradores-de-macacos-v%C3%A3o-entrar-com-a%C3%A7%C3%A3o-civil-na-justi%C3%A7a-contra-a-vale-1.2138294?fbclid=IwAR0ioC7RffGVihnVGUFWBSn03rGWHCe_PEfSoRK8QOna-KPFIw-ci4txzxM,2
PublicidadeTragédia,2
associada,2
prestavam,2
Maybach,2
#vargem,2
Nicolson,2
https://noticias.uol.com.br/cotidiano/ultimas-noticias/2019/02/10/sobe-numero-de-mortos-da-tragedia-em-brumadinho-mg.htm?fbclid=IwAR0mOVUYY8m-rWTnErd29KzelVmvHu3e7mCtPC6MZ6mmOB26EM9xNs-xnCA,2
Nelson,2
lost,2
"https://www.em.com.br/app/noticia/gerais/2019/02/19/interna_gerais,1031713/evacuacao-que-assustou-moradores-de-macacos-deve-se-tornar-frequente.shtml?fbclid=IwAR2nCm8EldoBHViKHtzaTYRM8lKe6pAVa5XOJedrEwbhhKEkhJlweFr28I4",2
MotoVitor,2
revisita,2
17h02,2
"Coutinho,",2
criticada,2
Up,2
Mental,2
https://www.hojeemdia.com.br/horizontes/audi%C3%AAncia-da-vale-na-justi%C3%A7a-%C3%A9-marcada-para-7-de-mar%C3%A7o-e-atingidos-cadastrados-poder%C3%A3o-participar-1.697446?fbclid=IwAR1KqwQ_P62spVanVabCwRpjztpgrR7oP5JC50DPbBzD02Y68ZczM_jpk_Y,2
fiscalizadores,2
alegria.,2
oferecidos,2
https://www.petrolandianoticias.com.br/2019/01/confirmado-rio-sao-francisco-sera.html?fbclid=IwAR0Jhy69vzznO4E3pmYAR0oOTYvi3Mgt4Da3jCEVk2YahePf50KnLOS_qNU,2
Rodeada,2
Exterior,2
WARLEY,2
Aroldo,2
trabalhoIndústriaMeio,2
F1.7,2
exigia,2
F1.9,2
abro,2
multidisciplinar,2
"natureza,",2
men,2
injúrias,2
Molon,2
"aspecto,",2
34.,2
CBNPedro,2
Precisam,2
https://www.facebook.com/radioitatiaia/videos/2237714883155252/,2
Josefa,2
indiretos,2
ego:,2
desempregado,2
desempregada,2
eucalipto,2
reprocessamento,2
estende,2
alívio.,2
https://www.hojeemdia.com.br/horizontes/lei-determina-apresenta%C3%A7%C3%A3o-de-plano-de-descaracteriza%C3%A7%C3%A3o-de-barragens-em-tr%C3%AAs-meses-1.697384?fbclid=IwAR2oVIoFiwUmflc3UCQAcOR-oghCO9SjGWK6WMdtCsaG_HUALPnLQ10TQZo,2
mÃ­nima,2
https://bbc.in/2E7uAmu?fbclid=IwAR0MeW5aVdiQth2VxVo38ObX7-3IfzDR3U0bdSY_PC4f6T4MbQClCW-Dtd0,2
arrested,2
resumo,2
https://www.hojeemdia.com.br/horizontes/solu%C3%A7%C3%A3o-para-evitar-trag%C3%A9dias-desativa%C3%A7%C3%A3o-de-barragens-%C3%A9-lenta-e-pode-oferecer-riscos-1.695706?fbclid=IwAR3G7eWe_y5nDdfM7ilGCmHkUJTuuMXQMm1U5YaCxTmzpStC3HD3ig8TSLw,2
http://www.itatiaia.com.br/noticia/bombeiros-ja-tem-possivel-data-para-suspender?fbclid=IwAR0secgAVZmVygfLIjJrlQ9sGvVLNjsMbIJ6_N_geeLxtBQTm9Sq4BO_Ij4,2
BrasilEstúdio,2
"surpresa,",2
[na,2
SPInstituto,2
entrando,2
Lafaiete,2
Remoção,2
pareciam,2
atual).,2
Dennis,2
http://www.itatiaia.com.br/noticia/aumenta-para-168-numero-de-mortes-em-rompimen?fbclid=IwAR3Mna9WldRL0VKnxsWmmdqiM7pQ6KU2dvrRWw8kGwXrd3BELQ3NG4Pz6Ns,2
comportar,2
preta,2
câmaras,2
fechados.,2
suggested,2
"rápida,",2
grudadas,2
escritas,2
Football,2
tarefasA,2
"fora,",2
Agricultores,2
Papa.,2
"artesiano,",2
pontos.,2
Paiva,2
"segurança.""",2
https://www.facebook.com/noticiandovarginhareal/videos/2141049505975530/,2
matemática,2
desativada.,2
"Branco,",2
"""Daqui",2
"emocionante,",2
Michele,2
flagrou,2
initiated,2
devastadores,2
http://www.itatiaia.com.br/noticia/executivos-da-vale-se-articulam-para-tentar-e?fbclid=IwAR07hUFLprUpqfYFt7wlJNRJYLixh77GlVlHukMiAokqiCiZ0xkd1zDz660,2
automatically,2
"https://www.em.com.br/app/noticia/gerais/2019/02/12/interna_gerais,1030030/em-documento-para-a-cvm-vale-ja-citava-risco-de-morte-em-acidentes-co.shtml?fbclid=IwAR1F0M70ON40qOtoFT2iSWrNeyujVPm4nA8ldwslel6RAiK2YVZKNtepKVg",2
junta,2
selfie,2
FERNANDES,2
andando,2
Militar neste,2
"20%,",2
volta-se,2
CompanyRecord,2
..As,2
2500,2
acessórios,2
Lara,2
apresentavam,2
aliviada.,2
"Minas-Rio,",2
Regras,2
"""alto",2
Nebula,2
"fechado,",2
atrás.,2
distrito.,2
advised,2
chocou,2
Lago,2
autorizado,2
https://peoplesdispatch.org/2019/02/04/brazil-dam-collapse-vale-the-private-giant-responsible-has-a-history-of-flouting-rules/?fbclid=IwAR1J5GzT3CcvPVTi7tHRTJJVGHXP-9yX6LmWFbKNbdHhBuDxs5MvPAsynoo,2
vantagem,2
filled,2
"unanimidade,",2
08:29,2
"https://brasil.estadao.com.br/noticias/geral,bombeiros-localizam-mais-dois-corpos-em-brumadinho,70002725174?utm_source=facebook%3Anewsfeed&utm_medium=social-organic&utm_campaign=redes-sociais%3A022019%3Ae&utm_content=%3A%3A%3A&utm_term&fbclid=IwAR1G5wKKSIkwI8aP9ZsX2SHrhyCOoq-ym7Hx696ktpCQZJXgDiX40YXePwA",2
boi,2
limpar,2
reuniÃµes,2
making,2
Archive,2
(UFMG),2
insetos,2
conscientização,2
144,2
143,2
percorrido,2
comprometimento,2
monitor,2
encaminhando,2
https://oglobo.globo.com/brasil/analise-diz-que-lama-do-rompimento-da-barragem-da-vale-em-brumadinho-matou-rio-paraopeba-23485930?fbclid=IwAR238uX8JaONO68hdKxOMx19Vcv1VFKDim2nW66jobxZtSU2qgFcL7WQPsc&utm_campaign=O+Globo&utm_medium=Social&utm_source=facebook,2
periódicas,2
insistir,2
aumenta.,2
ganha...,2
ton...,2
02:00,2
comunista,2
comeÃ§am,2
"acabou,",2
205,2
https://www.otempo.com.br/mobile/cidades/a-lama-pode-invadir-a-cidade-ouviu-morador-de-macacos-em-meio-ao-caos-1.2137549?fbclid=IwAR2cTs6u0V6Ymi9PbMLPi1KRfM982Wf8UrmMje5XyNnJaukgGSyrXeTFClg,2
confidencialidade,2
DOI-Codi,2
profissional.,2
Stephen,2
We,2
https://www.otempo.com.br/cidades/desn%C3%ADvel-em-estrutura-aumenta-risco-de-rompimento-em-bar%C3%A3o-de-cocais-diz-prefeitura-1.2133753?fbclid=IwAR1LNd9XXG_XGrHvfu-sll6GE3U2HsQ72M87KqPmVeWOmBgPunOM3g87Wnk,2
"menor,",2
"violência,",2
Right,2
declared,2
descarte,2
across,2
insistido,2
fechasse,2
poluição,2
FOI,2
CPIs,2
Viana.,2
Pimentel/AFP,2
HELBERT,2
tratavam,2
14h28,2
9.fev.2019,2
"Araújo,",2
Araújo:,2
“estabilidade,2
nao,2
drenada,2
manicuro,2
incapacidade,2
Paraopebas,2
Inpe,2
Escolar,2
(4).,2
"(4),",2
compreender,2
compreendeu,2
resoluções,2
"sítios,",2
autorTagsBrumadinho,2
VOAA,2
"galpão,",2
pronunciou,2
entregar,2
“alta”,2
RenecleiaTV,2
"prisão,",2
"Andrioli,",2
Documentary,2
"RR,",2
CINEMA,2
"Borges,",2
"48,",2
nÃ­veis,2
http://recordtv.r7.com/jornal-da-record/videos/cinco-desaparecidos-sao-resgatados-com-vida-em-brumadinho-mg-11022019?fbclid=IwAR1htPa4Y2ujLHEkmLfosQYJp5gfyqjwuRB_yS5EKfNZoPwLHtohT-673tU,2
Alfredo,2
"diárias,",2
SPCancelarVídeos,2
founder,2
Vítor,2
higher,2
sitting,2
Don't,2
cidade.O,2
"filhas,",2
Convivência,2
BrasíliaSérgio,2
água).,2
Igam,2
(Com,2
videogame,2
pôs,2
https://www.facebook.com/EstadodeMinas/videos/2079831032053335/,2
https://www.facebook.com/redeminas.tv/videos/768027553555268/,2
Laboratório,2
telhado.,2
incluída,2
remain,2
que a,2
voltaria,2
estupros,2
https://www.hojeemdia.com.br/horizontes/arquidiocese-vai-construir-memorial-para-v%C3%ADtimas-de-brumadinho-1.696139?fbclid=IwAR0lMAEhV_BkNViQ_97Fq_wuPiMASGAA0jqVR3cl3AcI4lq2y3791INFG2U,2
patamar,2
http://www.itatiaia.com.br/noticia/cinco-pontos-de-acesso-a-macacos-sao-fechados?fbclid=IwAR2BDiHG5uw7cGBDzrNMpr78ATgSASJY12qhoumjYgr_RB_9azCULxW1mdU,2
15h05,2
"ninguém,",2
CarioquicesArtur,2
indeterminado.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/07/interna_gerais,1028568/comite-fara-inspecoes-em-barragens-na-regiao-do-alto-rio-das-velhas.shtml?fbclid=IwAR0n70Skt2jveQnZ3A5sWuF8GmCdmqRg7vok8swWhRHPN9ao2boGuQNCmkE",2
https://congressoemfoco.uol.com.br/opiniao/colunas/brumadinho-mostra-que-e-preciso-fortalecer-nao-flexibilizar-o-licenciamento-ambiental/?fbclid=IwAR3AVynXtMt1flVGAolFaYRpoac7_yQvu6LNhRS3M6AZ3q9Mw0KZ_iwPKSo,2
envolvimento,2
visitas,2
Devido,2
multas.,2
rodoviária,2
Moreira/Itatiaia,2
#alerta,2
ambiental”,2
DJENER,2
http://www.itatiaia.com.br/noticia/escolas-municipais-de-nova-lima-tem-aulas-sus?fbclid=IwAR11k9ye7McPdUIPqVL9bwmxW2jxqnjVPZNQp1nEhTbp-Q8vufiJodcg9P0,2
chão,2
1CCR,2
Avimar,2
"16h30,",2
"https://www.em.com.br/app/noticia/gerais/2019/02/05/interna_gerais,1028041/stj-concede-liberdade-a-cinco-presos-pela-tragedia-de-brumadinho.shtml?fbclid=IwAR2ZgqeW3J4ZVJl_CparNBc4YeswkyGv8fDOJlYbfyBPnQh8T6a4ha5fLqA",2
Giovana,2
sólido,2
11:18,2
Corregedor(a)-Geral,2
Aeroporto,2
"comunitário,",2
apresentaremos,2
"especial,",2
Decreto,2
"aqui?”,",2
"membranas,",2
católico,2
"https://www.em.com.br/app/noticia/gerais/2019/02/25/interna_gerais,1033600/alunos-do-colegio-marconi-homenageiam-vitimas-de-brumadinho.shtml?fbclid=IwAR1hGOgkDMtQ2CHwXLznMlYbsHg1TsPBaYlwu5jlbSt756l29Ogcn78pMXs",2
pessoalmente,2
"engenharia,",2
trabalhista?,2
diferenciadas,2
tempo;,2
amizade,2
https://www.otempo.com.br/cidades/acesso-a-macacos-est%C3%A1-bloqueado-pela-pm-ap%C3%B3s-alarme-de-barragem-tocar-1.2137648?fbclid=IwAR2CnUhfsNB6FnJlpG1NVARoH_5LMJAIMkqSaWbdDANDVTvfALUf9UljRxU,2
(Ministério,2
cobraram,2
"psicologia,",2
gerir,2
"questão,",2
questão.,2
NYTimes.com,2
"""ciúmes""",2
https://brasil.elpais.com/brasil/2019/02/07/politica/1549559820_961591.html?id_externo_rsoc=whatsapp&fbclid=IwAR1-lBE8yt7eWglAP4lnSsUtHnl0yyWVhG8cbd1kBjxgy1oL6slGYqqUeHc,2
código,2
Schvartsman.,2
verificadas,2
"especificamente,",2
D’Água).,2
pertencentes,2
refeitório.,2
Zé,2
encaixada,2
https://www.hojeemdia.com.br/horizontes/brumadinho-bombeiros-localizam-corpo-na-%C3%A1rea-do-almoxarifado-da-vale-1.695628?fbclid=IwAR3QBtrRiRoatHm0TC7sexYsrfun7116SCL4LorK3ERs51WgBSMZsDI-sXQ,2
"pode,",2
representar,2
vulneráveis”,2
ARAUJO,2
absoluto,2
MARA,2
escavações.,2
concordância,2
Contra,2
Espinhas,2
parâmetros:,2
Zyl,2
(Movimento,2
VLibras,2
triplicam,2
54%,2
Multimedia,2
âa,2
siderurgia,2
UN43J5290AGXZD,2
Drink,2
profile,2
comprovem,2
"homicídio,",2
misturado,2
clareza,2
extrair,2
"frequentemente,",2
Hdmi,2
"prioridade,",2
prioridade.,2
"""Desde",2
http://www.oas.org/es/cidh/prensa/comunicados/2019/019.asp?fbclid=IwAR3XkFCiv8hA1yYEvJANCQ1fEWK4akEASMr61YM2N9v4DAOJaNaNyxX_I_4,2
daquelas,2
Print,2
criou.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/08/interna_gerais,1028884/lama-da-vale-corre-rumo-a-tres-marias-sem-definicao-de-como-dete-la.shtml?fbclid=IwAR0jOZvGteToKfSHBG13LjvgvpIdSqwtPUrZU9_aWWSjo87OkusCclq83jE",2
etnia,2
Liminar,2
Vemos,2
parou,2
Restrita,2
dobrar,2
incentiva,2
"Danta,",2
trincas,2
publicaÃ§Ã£o,2
iniciarem,2
prantos,2
"eventualmente,",2
grossa,2
Kms,2
edição.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/28/interna_gerais,1034526/comerciantes-de-macacos-e-defensores-publicos-discutem-queda-turismo.shtml?fbclid=IwAR0LUvpwoCO4NWnKEvX9T6LgozaYtkx-I5fRYS0VMT-gEEZlyQkK5rnL0_8",2
'Se,2
mundialmente.,2
"acordos,",2
"R$739,00",2
CSMPF,2
evangélicos,2
localiza,2
28.,2
estipula,2
Pelas,2
mínimo),2
riscado,2
Museus,2
“This,2
:-(,2
plástica,2
360°,2
momento”.,2
conhecidas,2
mineradorasTragédia,2
"motorista,",2
motosserra,2
https://bit.ly/2T5HI52?fbclid=IwAR1bcB9lJmg7J5jV52hTGWF8rFKa9TOFxtckxB6hs6R2rPxTARPvKOgKWEM,2
November,2
BHDavid,2
expected,2
prestará,2
obras.,2
Halfeld,2
revoluciona,2
"prévia,",2
Capitais,2
Dúvidas,2
14/02/19,2
https://g1.globo.com/mg/minas-gerais/noticia/2019/02/06/inhotim-anuncia-reabertura-no-sabado-com-entrada-gratuita-apos-tragedia-de-brumadinho.ghtml?fbclid=IwAR2k62o90Go1_iF2yLMFEmjcKaenDf8QZOWvqOqS1FM7oOMnFZfGR-2Wojo,2
Maju,2
Resíduos,2
decidir,2
Itabira;,2
revolver,2
inundada,2
sabe.,2
Curta:,2
orientamos,2
reckless,2
''Em,2
ninguÃ©m,2
https://www.hojeemdia.com.br/horizontes/jornal-americano-destaca-que-vale-sabia-por-meses-do-risco-de-trag%C3%A9dia-em-brumadinho-1.696424?fbclid=IwAR325yQF5zNyP4sfkaukFRqQDmCCaDk_6CXTZ8ifHQlqKKbyKxIKvDZ_Q8M,2
majoritários,2
@otempo,2
antigo,2
CiênciaTecnologiaUrbanismo,2
401,2
minimizado,2
atacam,2
"recomendações,",2
diariamente.,2
"Ouvidoria,",2
"decades,",2
senha?Ainda,2
liquefaction,2
relacionadasVídeos,2
Barreira,2
petróleo.,2
"medição,",2
Vivo329,2
repÃ³rter,2
passaria,2
Medeiros,2
FRANCIS,2
resíduo,2
PublicidadeBrumadinho:,2
https://brasil.elpais.com/brasil/2019/02/04/opinion/1549318537_881102.html?id_externo_rsoc=FB_BR_CM&fbclid=IwAR3xcc1LQFzGh-y5IVpwmeMEtcDSt5zC8Ab4tbUjq2I077y88we3q_VfQxA,2
QueueQueue,2
fingem,2
fazemosManifestando-se,2
auxiliaram,2
concreto.,2
"morar,",2
decretadas,2
Phallanx,2
esferas,2
"industriais,",2
nióbio,2
"(CDG),",2
escola.,2
distÃ¢ncia,2
https://noticias.uol.com.br/cotidiano/ultimas-noticias/2019/02/14/camara-faz-minuto-de-silencio-por-mortos-presidente-da-vale-nao-se-levanta.htm?fbclid=IwAR2TZqXCf_xbbLJSdY4HzlQyOVdcRdf7YTO0QSWprzWqT1MwSI4Twzrwc0I,2
(MP),2
"décadas,",2
décadas.,2
pulando,2
"barragens"",",2
https://www.facebook.com/ajplusenglish/videos/745685255802909/,2
MarcelliniCBN,2
SCI,2
SC:,2
excluir,2
"Cachoeirinha,",2
contrato”.,2
contesta,2
[o,2
indicada,2
gostar,2
infeliz,2
"trecho,",2
Vou,2
trecho.,2
"(5),",2
Kunze,2
"regiões,",2
inegável,2
Contrastes,2
180%,2
"https://brasil.estadao.com.br/noticias/geral,moradores-de-comunidades-de-barao-de-cocais-em-mg-sao-retirados-da-regiao-por-risco-em-barragem,70002712797?utm_source=facebook%3Anewsfeed&utm_medium=social-organic&utm_campaign=redes-sociais%3A022019%3Ae&utm_content=%3A%3A%3A&utm_term&fbclid=IwAR2kbqcin9JT-u3c0p9FTpmKfASVegHpAWPtCgX_JA_mdJoVWzVd9yf_-io",2
Tsunami,2
level,2
GeraçõesFim,2
março.,2
https://brasil.elpais.com/brasil/2019/01/28/politica/1548712790_761325.html?fbclid=IwAR00_bBdK1mwMrG4BoyGdYa38XuT22iNC0yo4PpeTITPoLPBrkN1ugOfb7s,2
passadas,2
criando,2
ela.A,2
Visão,2
"páginas,",2
FINANCIE,2
https://www1.folha.uol.com.br/colunas/eliogaspari/2019/02/as-mineradoras-precisam-de-uma-lava-jato.shtml?utm_source=whatsapp&utm_medium=social&utm_campaign=compwa&fbclid=IwAR1laZ3dsoDUJAq-08-9crAyYG7AE8JjIVlMGfcOP14RAbCgHpYYJIXnOEo,2
Language:,2
pôde,2
aguardando,2
03:25,2
namorado,2
"R$989,10",2
conduzir,2
total.,2
vital,2
'último,2
verificando,2
despeito,2
52:40:54Copa,2
credenciadas,2
externos.Brumadinho:,2
"deputados,",2
"STJ,",2
únicas,2
pesada.,2
"pesada,",2
automaticamente,2
(Fundação,2
EspetacularRecord,2
Gringo,2
﻿Produção,2
Seara,2
atingidospelavale,2
register,2
estável.,2
Manuelzão,2
recurso.,2
designação,2
"internas,",2
internas.,2
Proprietários,2
cheap,2
ensinamentos,2
CampoCarlos,2
Minério,2
Ajustamento,2
Chagas,2
restaurantes.,2
"Itatiaia21,375",2
empresarial,2
enviarem,2
"quisesse,",2
protocolo,2
pixelsAlturacopie,2
case,2
"alteamentos,",2
Open,2
"financeiro,",2
coleção,2
estarão,2
frequentes,2
status,2
"tecnologia,",2
MarCo.,2
usoQuero,2
"Neto,",2
Ortega,2
cheguei,2
Ranking,2
aí.,2
rec...,2
piesômetros,2
respondeu.,2
tragéd...,2
porte.,2
"participação,",2
Norma,2
gradativa,2
percentual,2
PORTAIS,2
aconteceram,2
"PF,",2
PF.,2
magistrados,2
"Inclusive,",2
Morreram,2
existia,2
dirigir,2
MinasSite,2
Edilson,2
17h30.,2
provisória,2
Onze,2
"mentiu,",2
Pós-Graduação03/10/2019Por,2
(Copasa/MG),2
https://bit.ly/2DoVHba?fbclid=IwAR0FTpKI3qp1CZbyV5L7N9jnKCTNikti68cqETzXBanhaami9qiIMf4y8Rg,2
"https://www.em.com.br/app/noticia/gerais/2019/02/23/interna_gerais,1033008/rio-acima-na-grande-bh-abriga-represa-sem-estabilidade-atestada.shtml?utm_source=fanpage&utm_medium=twitter&fbclid=IwAR3JSYjqa4c1fzNQgEDC2rHyJ3yFaAvL_VyCGBNcCyUOLrIhaWIynHPeC0g",2
#buscas,2
(16),2
participantes,2
Básica,2
diferente.,2
unavailable.,2
"extraordinária,",2
Nunes5#SanatórioGeral:,2
10:53,2
fiscalizador,2
"3,5",2
agendada,2
eleitores,2
"https://www.em.com.br/app/noticia/gerais/2019/02/20/interna_gerais,1032040/vistoria-nao-libera-imoveis-ameacados-em-brumadinho.shtml?fbclid=IwAR3SLufy_zR-TmtqRzwNZIMRH5FpFf-pflJRYJRLpgByETRlSCIrOJr0AUM",2
'Agora,2
"""",2
Estéril,2
minConfira,2
Externo,2
Externa,2
detinha,2
antigoIsabela,2
existe”,2
reparação.,2
ALTERAR,2
Beatriz,2
CÃ¢mara,2
"manutenção,",2
cota,2
Oliveira.,2
"however,",2
audiência.,2
(DPU),2
"(MPT-MG),",2
"argila,",2
plantão,2
Questionado,2
descumprimento.,2
'nova',2
"away,",2
barragens),2
ENTRETENIMENTOMoradores,2
barragens?,2
edificação,2
Autarquias,2
https://reporterbrasil.org.br/2019/02/vale-ditou-regras-para-simplificar-licenciamento-ambiental-em-mg/?fbclid=IwAR048JSz4FHQFSOUQrQYKc5TYrIoAnEEn01OW02rRwvMUkrBwM3GOEkW5SM,2
apoiando,2
destempero,2
Ocupação,2
BrasíliaRodrigo,2
canaletas,2
ajuizar,2
Prova,2
MALUCA,2
estabelecimento,2
http://www.itatiaia.com.br/noticia/ainda-em-choque-por-brumadinho-minas-acorda-c?fbclid=IwAR3AVD0gg49x2GVij5KJkzQ_otoLdeiZFB6jseCxBBWNUNl-GkmYTmtYke4,2
refused,2
"minerário,",2
se encaminhando,2
"Supremo,",2
Prisional,2
montante),2
montante',2
long,2
hydropower,2
comprometido,2
Represa,2
Jorge,2
"interna,",2
allowing,2
breach,2
"pequenos,",2
repassado,2
https://www.otempo.com.br/cidades/prefeitura-de-nova-lima-diz-que-38-fam%C3%ADlias-sair%C3%A3o-de-%C3%A1rea-de-risco-1.2138964?fbclid=IwAR3zswu0e_BMAcOslx_aInKgApuqsZ59MfW0FkC8-hbT_-gkuyIwDBqKFDw,2
voltava,2
"agency,",2
Killed,2
tranquilidade.,2
Sertão,2
Google+,2
Google.,2
Rachkorsky,2
BrasilespbracatameengNewsletterassineOpiniãoOpiniãoInternacionalBrasilOpiniãoEconomiaCiênciaTecnologiaCulturaEstiloEsportesTragédia,2
"""Esse",2
10/10/2019,2
Viveiros.,2
reflorestamento,2
desalojados.,2
hã,2
"extratores,",2
Cachorros,2
incalculáveis,2
advém,2
judiciais.,2
pedidas,2
Minerais,2
Itaipu,2
saído,2
"regulations,",2
crítico,2
Espetacular:,2
corretora,2
Divino,2
"""Muitas",2
acontecimentos,2
650,2
Mortos,2
envolvam,2
dadas,2
contabiliza,2
demandas.,2
[MG]Vale,2
bought,2
atrasados,2
18:06,2
fraca,2
(9),2
faltam,2
minoritários,2
confere,2
propriedade.,2
segunda-feira.,2
motim,2
http://interessedeminas.com.br/ouro-ferro-devastacao-e-mortes-entenda-como-minas-gerais-se-tornou-refem-da-mineracao/?fbclid=IwAR1Oh8ABD-e_Fg9Fdtrmk80iykhLp7c4H7JQMN-W6lx9-oXuqaiJkfYcuyY,2
secretária,2
economista.,2
largura,2
atualização.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/19/interna_gerais,1031995/vale-e-defesa-civil-vao-orientar-moradores-de-itabira-de-porta-em-por.shtml?fbclid=IwAR3ejp9fXSzN15pjqTwW7_xI879k2TwohaDHef0YIuNooqP3epVfKJQv16U",2
cometer,2
 Faça,2
Murder,2
"American,",2
geofísico,2
externos.Tragédia,2
https://www.msf.org.br/noticias/medicos-sem-fronteiras-inicia-atividades-de-saude-mental-em-brumadinho?fbclid=IwAR1PC6ie0LvA_7a-0Fcc20nk85CpXJJkX3M8mOj8no8ME7h-dNg5_72NeR8,2
cheiros,2
BR-110,2
significativas,2
nomeação,2
dura.,2
"https://www.em.com.br/app/noticia/gerais/2019/02/20/interna_gerais,1032310/itabirito-e-rio-acima-seriam-atingidos-em-ate-2h-em-caso-de-rompimento.shtml?fbclid=IwAR3BuatKyqPD7yqNm4sBXL2vBgLlfOYYsRgijPqQJ3tmq8lAZc2tqkrfQvw",2
resting,2
peritos,2
JÁ,2
desabastecimento,2
atestando,2
resultando,2
"enfim,",2
"Turbidez,",2
“Badaladas”,2
nascer,2
"militar,",2
exploram,2
(30),2
"local, ",2
voa,2
"vez"",",2
(UPA),2
Brian,2
reprova,2
rescue,2
justificando,2
alunos...,2
"minerários,",2
apoiados,2
"contratos,",2
vara,2
trafegar,2
2027,2
definiu,2
Sonha-se,2
pacata,2
APA,2
SERGIO,2
financiar,2
"empreendedores,",2
urbano,2
"consumir,",2
cobrados,2
(APA),2
"https://www.em.com.br/app/noticia/gerais/2019/02/13/interna_gerais,1030300/vale-efetuou-117-registros-relacionados-a-doacao-de-r-50-mil.shtml?fbclid=IwAR1SShfKb_UeTHbV63J7ePuE-Ex0C7I9Si2sr1NRKsOQ9A6KRDFbrOLByes",2
bater,2
"não"",",2
"cimento,",2
corrigido,2
17h,2
Perseguindo,2
http://www.itatiaia.com.br/noticia/mineradora-vale-quer-aumentar-producao-a-seco?fbclid=IwAR0djKlUnhlsQpe3dNamyRQpTXN0JwsVGcSUhTwyRETVPH6MGj6_DXqPnIQ,2
VidaJanaina,2
Bandidos,2
"reservatório,",2
vinculado,2
Russo,2
"custos”,",2
imaginava,2
tudo”,2
"Franco,",2
devoro07/10/2019Por,2
them.,2
"them,",2
fair,2
lama:,2
preserve,2
moderador,2
"negociar,",2
PST,2
"bombardeio',",2
life,2
apicultura,2
pressionou,2
consolidar,2
necessário.,2
Prolagos,2
Muita,2
sanitárias,2
"""Portal"")",2
https://www.otempo.com.br/cidades/vale-soube-de-problema-em-sensor-da-barragem-2-dias-antes-de-trag%C3%A9dia-1.2132407?fbclid=IwAR1KVYGC6SalWx-UA2VACNhQKnJecnfP-MJHfWrISPPD9y5-E1rhfADvlmM,2
